ucc,label,published_ce_domain,candidate_dmi_node,node_resolution_status,ce_source,all_cu_expenditure,q1_expenditure,q2_expenditure,q3_expenditure,q4_expenditure,q5_expenditure,currently_in_canonical_ledger,omission_classification,concordance_status,requires_scope_adjudication,requires_pumd,requires_new_domain_audit,note
550219,Vitamins and supplements,HEALTH,MEDICAL_CARE,CANDIDATE_FROM_CE_DOMAIN,D,18183,2585,3857,2663,3924,5155,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
550310,Topicals and dressings,HEALTH,MEDICAL_CARE,CANDIDATE_FROM_CE_DOMAIN,D,5425,706,815,1027,1305,1573,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
550340,Hearing aids,HEALTH,MEDICAL_CARE,CANDIDATE_FROM_CE_DOMAIN,I,4614,740,505,1120,614,1635,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
550350,Purchase/rental of supportive and convalescent medical equipment,HEALTH,MEDICAL_CARE,CANDIDATE_FROM_CE_DOMAIN,I,6573,3160,636,828,909,1040,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
560110,Physician's services,HEALTH,MEDICAL_CARE,CANDIDATE_FROM_CE_DOMAIN,I,27742,1866,3043,4154,6623,12056,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
560210,Dental services,HEALTH,MEDICAL_CARE,CANDIDATE_FROM_CE_DOMAIN,I,54534,5830,8245,9444,12232,18784,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
560310,Eyecare services,HEALTH,MEDICAL_CARE,CANDIDATE_FROM_CE_DOMAIN,I,9065,987,1634,1433,1871,3140,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
560330,Lab tests and x-rays,HEALTH,MEDICAL_CARE,CANDIDATE_FROM_CE_DOMAIN,I,7588,678,917,1088,1784,3121,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
560410,Non physician services inside the home,HEALTH,MEDICAL_CARE,CANDIDATE_FROM_CE_DOMAIN,I,4672,797,508,258,909,2200,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
560420,Non physician services outside the home,HEALTH,MEDICAL_CARE,CANDIDATE_FROM_CE_DOMAIN,I,13835,786,1339,1968,3943,5799,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
570111,Hospital room and services,HEALTH,MEDICAL_CARE,CANDIDATE_FROM_CE_DOMAIN,I,43136,2904,5431,7561,10206,17034,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
570220,Care in convalescent or nursing home,HEALTH,MEDICAL_CARE,CANDIDATE_FROM_CE_DOMAIN,I,9157,4085,1937,2725,,410,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
570230,Other medical care services,HEALTH,MEDICAL_CARE,CANDIDATE_FROM_CE_DOMAIN,D,156,6,6,19,66,58,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
570240,Medical care in retirement community,HEALTH,MEDICAL_CARE,CANDIDATE_FROM_CE_DOMAIN,,,,,,,,false,OUTSIDE_M1_AUDIT_SCOPE,ABSENT_FROM_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
570901,Rental of medical equipment,HEALTH,MEDICAL_CARE,CANDIDATE_FROM_CE_DOMAIN,I,14,,,2,12,0,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
570902,Repair of medical equipment,HEALTH,MEDICAL_CARE,CANDIDATE_FROM_CE_DOMAIN,D,41,,,,12,29,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
570903,Rental of supportive and convalescent medical equipment,HEALTH,MEDICAL_CARE,CANDIDATE_FROM_CE_DOMAIN,I,16,3,5,0,,8,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
580115,Fee for service health plan (not BCBS),HEALTH,MEDICAL_CARE,CANDIDATE_FROM_CE_DOMAIN,I,108196,4065,8875,17730,29281,48245,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
580116,Fee for service health plan (BCBS),HEALTH,MEDICAL_CARE,CANDIDATE_FROM_CE_DOMAIN,I,112400,4068,9639,18775,31010,48907,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
580311,Health maintenance organization (not BCBS),HEALTH,MEDICAL_CARE,CANDIDATE_FROM_CE_DOMAIN,I,78990,4194,7421,14591,26717,26067,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
580312,Health maintenance organization (BCBS),HEALTH,MEDICAL_CARE,CANDIDATE_FROM_CE_DOMAIN,I,30474,1191,2901,6134,8786,11462,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
580401,Long term care insurance (not BCBS),HEALTH,MEDICAL_CARE,CANDIDATE_FROM_CE_DOMAIN,I,6227,581,1241,1497,963,1945,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
580402,Long term care insurance (BCBS),HEALTH,MEDICAL_CARE,CANDIDATE_FROM_CE_DOMAIN,I,719,2,31,76,314,296,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
580411,Dental care insurance (not BCBS),HEALTH,MEDICAL_CARE,CANDIDATE_FROM_CE_DOMAIN,I,20928,1091,2224,4012,6096,7505,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
580412,Dental care insurance (BCBS),HEALTH,MEDICAL_CARE,CANDIDATE_FROM_CE_DOMAIN,I,2514,135,321,435,667,956,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
580421,Prescription drug insurance (not BCBS),HEALTH,MEDICAL_CARE,CANDIDATE_FROM_CE_DOMAIN,I,912,79,248,189,183,212,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
580422,Prescription drug insurance (BCBS),HEALTH,MEDICAL_CARE,CANDIDATE_FROM_CE_DOMAIN,I,198,20,4,101,67,6,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
580431,Vision care insurance (not BCBS),HEALTH,MEDICAL_CARE,CANDIDATE_FROM_CE_DOMAIN,I,4901,204,689,885,1341,1782,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
580432,Vision care insurance (BCBS),HEALTH,MEDICAL_CARE,CANDIDATE_FROM_CE_DOMAIN,I,492,32,60,81,116,203,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
580441,Other single service insurance (not BCBS),HEALTH,MEDICAL_CARE,CANDIDATE_FROM_CE_DOMAIN,I,2087,315,159,558,611,443,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
580442,Other single service insurance (BCBS),HEALTH,MEDICAL_CARE,CANDIDATE_FROM_CE_DOMAIN,I,425,82,58,71,144,70,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
580901,Medicare payments,HEALTH,MEDICAL_CARE,CANDIDATE_FROM_CE_DOMAIN,I,128533,32862,37639,26538,18814,12679,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
580903,Commercial medicare supplement (not BCBS),HEALTH,MEDICAL_CARE,CANDIDATE_FROM_CE_DOMAIN,I,39256,7202,11804,8954,6154,5141,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
580904,Commercial medicare supplement (BCBS),HEALTH,MEDICAL_CARE,CANDIDATE_FROM_CE_DOMAIN,I,2231,248,677,599,511,196,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
580907,Medicare prescription drug premiums,HEALTH,MEDICAL_CARE,CANDIDATE_FROM_CE_DOMAIN,I,7515,1535,2176,1561,1156,1086,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
580908,Medicaid premiums,HEALTH,MEDICAL_CARE,CANDIDATE_FROM_CE_DOMAIN,,1662,350,489,254,280,289,false,OUTSIDE_M1_AUDIT_SCOPE,ABSENT_FROM_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
580909,Tricare/military premiums,HEALTH,MEDICAL_CARE,CANDIDATE_FROM_CE_DOMAIN,,1598,179,152,424,415,428,false,OUTSIDE_M1_AUDIT_SCOPE,ABSENT_FROM_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
580910,Children's Health Insurance Program (CHIP) premiums,HEALTH,MEDICAL_CARE,CANDIDATE_FROM_CE_DOMAIN,,217,,31,97,20,70,false,OUTSIDE_M1_AUDIT_SCOPE,ABSENT_FROM_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
590110,Newspapers,READING,EDUCATION_COMMUNICATION,CANDIDATE_FROM_CE_DOMAIN,,3276,212,546,455,566,1498,false,OUTSIDE_M1_AUDIT_SCOPE,ABSENT_FROM_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
590210,Magazines,READING,EDUCATION_COMMUNICATION,CANDIDATE_FROM_CE_DOMAIN,,3822,138,518,533,750,1882,false,OUTSIDE_M1_AUDIT_SCOPE,ABSENT_FROM_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
590220,Books through book clubs,READING,EDUCATION_COMMUNICATION,CANDIDATE_FROM_CE_DOMAIN,,208,60,43,21,20,64,false,OUTSIDE_M1_AUDIT_SCOPE,ABSENT_FROM_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
590230,"Books, digital books, or book subscriptions",READING,EDUCATION_COMMUNICATION,CANDIDATE_FROM_CE_DOMAIN,I,6070,409,621,805,1214,3021,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
590900,Newsletters,READING,EDUCATION_COMMUNICATION,CANDIDATE_FROM_CE_DOMAIN,D,,,,,,,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
600110,Outboard motors,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,I,1456,442,,4,32,978,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
600121,Boats without motor and boat trailers,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,I,9,9,,,,,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
600122,Trailer and other attachable campers,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,I,,,,,,,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
600132,Purchase of boats with motor,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,I,,,,,,,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
600133,Purchase of boats and trailers,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,I,15768,693,409,3319,2672,8675,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
600141,Purchase of motorized campers,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,I,,,,,,,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
600142,Purchase of other vehicles,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,I,5006,166,736,968,1199,1937,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
600151,Purchase of motor homes and campers,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,I,12121,,2921,282,7945,974,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
600210,"Athletic gear, game tables, and exercise equipment",ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,I,10784,437,558,1409,2273,6106,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
600310,Bicycles,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,I,5611,207,569,610,1454,2771,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
600311,Bike and E-scooter sharing or rental,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,I,218,32,26,22,80,58,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
600315,Scooters and other single-rider transportation,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,,,,,,,,false,OUTSIDE_M1_AUDIT_SCOPE,ABSENT_FROM_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
600410,Camping equipment,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,D,4013,127,327,1699,615,1246,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
600420,Hunting and fishing equipment,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,D,6932,724,1383,830,1216,2778,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
600430,Winter sports equipment,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,I,1096,47,83,52,174,740,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
600901,Water sports equipment,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,I,941,23,84,91,139,604,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
600902,Other sports equipment,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,I,527,11,17,190,139,171,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
600903,Global positioning system devices,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,D,73,,,8,,65,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
610110,"Toys, games, arts and crafts, and tricycles",ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,D,23268,1814,2769,4347,4987,9351,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
610120,Playground equipment,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,I,1542,37,57,124,203,1121,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
610130,Musical instruments and accessories,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,I,4422,398,290,830,1245,1659,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
610140,Stamp and coin collecting,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,,717,44,328,111,138,97,false,OUTSIDE_M1_AUDIT_SCOPE,ABSENT_FROM_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
610210,Film,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,I,83,11,7,15,28,23,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
610220,Other photographic supplies,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,D,71,,71,,,,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
610230,Photographic equipment,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,I,2294,212,247,491,268,1076,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
610310,Pet food,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,D,40040,4426,6709,8406,9396,11103,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
610320,"Pet purchase, supplies, and medicine",ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,I,23914,1935,2808,4446,6271,8453,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
610900,Recreation expenses on out of town trips,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,,88,0,2,13,38,35,false,OUTSIDE_M1_AUDIT_SCOPE,ABSENT_FROM_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
610901,Fireworks,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,D,911,1,167,74,45,625,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
610902,Souvenirs,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,D,321,0,32,131,114,43,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
610903,Visual goods,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,D,406,,27,249,5,124,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
620111,"Social, recreation, and health club memberships",ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,I,36910,1866,2195,4409,7431,21009,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
620112,Credit card memberships,MISC,OTHER_GOODS_SERVICES,CANDIDATE_FROM_CE_DOMAIN,I,2486,75,227,444,341,1399,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
620115,Shopping club membership fees,MISC,OTHER_GOODS_SERVICES,CANDIDATE_FROM_CE_DOMAIN,I,10359,894,1564,2049,2685,3166,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
620121,Fees for participant sports,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,D,19104,489,1454,1936,4281,10944,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
620122,Participant sports on out of town trips,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,I,5009,216,198,434,1165,2996,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
620212,Movie and other admissions on out of town trips,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,I,11836,462,843,1657,3194,5680,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
620213,"Plays, theater, operas, and concerts",ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,I,14735,842,1468,2118,3739,6567,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
